date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-06,7.71,7.86,7.8,7.71,223770.89,0.14,1.83,7.788,7.919,7.978,221262.61,237506.87,195881.2,0.41
2017-03-03,7.7,7.71,7.66,7.6,217100.39,-0.06,-0.78,7.812,7.938,7.988,209858.23,236795.16,189182.38,0.4
2017-03-02,7.81,7.87,7.72,7.7,238522.98,-0.11,-1.41,7.878,7.971,8.005,202431.95,229230.14,182221.6,0.44
2017-03-01,7.94,7.94,7.83,7.8,248618.94,-0.1,-1.26,7.936,8.006,8.021,201497.94,218477.15,177139.53,0.46
2017-02-28,7.92,7.98,7.93,7.86,178299.86,0.01,0.13,7.992,8.024,8.029,203714.35,210148.61,169481.88,0.33
2017-02-27,7.99,7.99,7.92,7.9,166748.98,-0.07,-0.88,8.05,8.039,8.034,253751.12,202952.3,166342.5,0.31
2017-02-24,8.0,8.04,7.99,7.95,179968.97,-0.02,-0.25,8.064,8.059,8.038,263732.09,201295.91,173757.26,0.33
2017-02-23,8.11,8.13,8.01,7.96,233852.97,-0.1,-1.23,8.064,8.07,8.036,256028.32,202888.22,181608.49,0.43
2017-02-22,8.21,8.21,8.11,8.08,259700.95,-0.11,-1.34,8.076,8.07,8.036,235456.35,196514.47,178641.96,0.48
2017-02-21,8.0,8.24,8.22,7.96,428483.72,0.23,2.88,8.056,8.059,8.037,216582.87,182383.63,171506.68,0.79
2017-02-20,8.0,8.05,7.99,7.89,216653.84,0.0,0.0,8.028,8.036,8.037,152153.48,154255.53,159778.97,0.4
2017-02-17,8.07,8.11,7.99,7.98,141450.14,-0.08,-0.99,8.054,8.038,8.049,138859.73,141569.59,173537.08,0.26
2017-02-16,8.0,8.09,8.07,7.97,130993.09,0.06,0.75,8.076,8.039,8.057,149748.11,135213.07,179416.85,0.24
2017-02-15,8.08,8.14,8.01,8.0,165333.56,-0.07,-0.87,8.064,8.036,8.057,157572.59,135801.92,194341.58,0.3
2017-02-14,8.12,8.13,8.08,8.05,106336.79,-0.04,-0.49,8.062,8.034,8.071,148184.4,128815.14,208292.71,0.2
2017-02-13,8.1,8.12,8.12,8.05,150185.06,0.02,0.25,8.044,8.028,8.091,156357.58,129732.7,227259.12,0.28
2017-02-10,8.02,8.1,8.1,8.0,195892.05,0.09,1.12,8.022,8.016,8.109,144279.46,146218.61,232443.54,0.36
2017-02-09,8.0,8.07,8.01,7.97,170115.48,0.01,0.12,8.002,8.001,8.128,120678.03,160328.77,242628.1,0.31
2017-02-08,7.96,8.01,8.0,7.9,118392.6,0.01,0.12,8.008,8.002,8.158,114031.25,160769.45,251188.74,0.22
2017-02-07,8.02,8.03,7.99,7.93,147202.7,-0.02,-0.25,8.006,8.015,8.191,109445.89,160629.72,267082.43,0.27
2017-02-06,8.0,8.03,8.01,7.97,89794.47,0.01,0.12,8.012,8.038,8.225,103107.82,165302.41,285410.3,0.16
2017-02-03,8.05,8.07,8.0,7.97,77884.92,-0.04,-0.5,8.01,8.059,8.257,148157.75,205504.56,332075.4,0.14
2017-01-26,7.99,8.1,8.04,7.86,136881.56,0.05,0.63,8.0,8.074,8.304,199979.51,223620.63,396505.03,0.25
2017-01-25,8.02,8.04,7.99,7.98,95465.82,-0.03,-0.37,7.996,8.078,8.316,207507.65,252881.24,398301.83,0.18
2017-01-24,7.97,8.05,8.02,7.95,115512.35,0.02,0.25,8.024,8.107,8.333,211813.55,287770.27,407499.95,0.21
2017-01-23,7.91,8.04,8.0,7.91,315044.12,0.05,0.63,8.064,8.153,8.348,227497.0,324785.54,415846.53,0.58
2017-01-20,8.03,8.05,7.95,7.9,336993.69,-0.07,-0.87,8.108,8.201,8.367,262851.36,318668.48,411538.66,0.62
2017-01-19,8.13,8.14,8.02,7.98,174522.27,-0.11,-1.35,8.148,8.254,8.39,247261.76,324927.43,411946.23,0.32
2017-01-18,8.16,8.22,8.13,8.09,116995.32,-0.09,-1.09,8.16,8.313,8.412,298254.83,341608.02,424991.59,0.21
2017-01-17,8.15,8.25,8.22,8.02,193929.62,0.0,0.0,8.19,8.367,8.433,363726.99,373535.14,443860.97,0.36
2017-01-16,8.14,8.3,8.22,7.99,491815.91,0.07,0.86,8.242,8.412,8.449,422074.08,405518.19,460963.87,0.9
2017-01-13,8.09,8.18,8.15,7.95,259045.66,0.07,0.87,8.294,8.455,8.467,374485.59,458646.24,483189.36,0.48
2017-01-12,8.3,8.31,8.08,7.96,429487.66,-0.2,-2.42,8.36,8.533,8.48,402593.09,569389.43,497453.35,0.79
2017-01-11,8.45,8.45,8.28,8.21,444356.09,-0.2,-2.36,8.466,8.553,8.483,384961.21,543722.42,488946.62,0.82
2017-01-10,8.48,8.53,8.48,8.31,485665.06,0.0,0.0,8.544,8.558,8.485,383343.29,527229.63,494182.48,0.89
2017-01-09,8.48,8.56,8.48,8.43,253873.5,0.0,0.0,8.582,8.542,8.47,388962.31,506907.53,491682.31,0.47
2017-01-06,8.54,8.57,8.48,8.42,399583.16,-0.13,-1.51,8.616,8.532,8.454,542806.9,504408.83,494660.87,0.73
2017-01-05,8.68,8.7,8.61,8.52,341328.22,-0.06,-0.69,8.706,8.526,8.446,736185.76,498965.04,499181.99,0.63
2017-01-04,8.66,8.7,8.67,8.52,436266.5,0.0,0.0,8.64,8.51,8.441,702483.64,508375.16,513583.82,0.8
2017-01-03,8.63,8.71,8.67,8.48,513760.16,0.02,0.23,8.572,8.498,8.419,671115.97,514186.81,503089.6,0.94
2016-12-30,8.95,8.98,8.65,8.55,1023096.44,-0.28,-3.13,8.502,8.485,8.39,624852.74,516409.54,491121.05,1.88
2016-12-29,8.34,8.99,8.93,8.3,1366477.5,0.65,7.85,8.448,8.479,8.361,466010.77,507732.47,455076.89,2.51
2016-12-28,8.33,8.36,8.28,8.23,172817.61,-0.05,-0.6,8.346,8.426,8.327,261744.31,425517.26,394058.74,0.32
2016-12-27,8.28,8.36,8.33,8.18,279428.16,0.01,0.12,8.38,8.412,8.329,314266.67,434170.81,402877.99,0.51
2016-12-26,8.3,8.36,8.32,8.15,282444.0,-0.06,-0.72,8.424,8.412,8.327,357257.64,461135.34,404898.97,0.52
2016-12-23,8.44,8.48,8.38,8.33,228886.59,-0.04,-0.47,8.468,8.397,8.329,407966.34,476457.1,405640.44,0.42
2016-12-22,8.43,8.47,8.42,8.33,345145.19,-0.03,-0.35,8.51,8.376,8.332,549454.18,484912.91,409685.21,0.63
2016-12-21,8.55,8.61,8.45,8.4,435429.41,-0.1,-1.17,8.506,8.366,8.328,589290.21,499398.94,414554.79,0.8
2016-12-20,8.5,8.64,8.55,8.42,494383.03,0.01,0.12,8.444,8.371,8.32,554074.94,518792.48,410274.06,0.91
2016-12-19,8.55,8.6,8.54,8.39,535987.5,-0.05,-0.58,8.4,8.339,8.31,565013.03,491992.39,402085.26,0.98
2016-12-16,8.43,8.62,8.59,8.35,936325.75,0.19,2.26,8.326,8.294,8.302,544947.86,465832.56,399305.78,1.72
2016-12-15,8.17,8.44,8.4,8.13,544325.38,0.26,3.19,8.242,8.242,8.296,420371.65,402421.31,372556.7,1.0
2016-12-14,8.26,8.41,8.14,8.12,259353.06,-0.19,-2.28,8.226,8.227,8.3,409507.67,362600.22,374961.14,0.48
2016-12-13,8.06,8.45,8.33,7.91,549073.44,0.16,1.96,8.298,8.245,8.316,483510.01,371585.17,389314.46,1.01
2016-12-12,8.17,8.37,8.17,8.05,435661.66,0.0,0.0,8.278,8.242,8.32,418971.76,348662.61,408311.92,0.8
2016-12-09,8.25,8.35,8.17,8.16,313444.72,-0.15,-1.8,8.262,8.26,8.347,386717.26,334823.78,468570.66,0.58
2016-12-08,8.49,8.51,8.32,8.3,490005.47,-0.18,-2.12,8.242,8.287,8.364,384470.97,334457.51,502796.51,0.9
2016-12-07,8.23,8.55,8.5,8.19,629364.75,0.27,3.28,8.228,8.29,8.376,315692.76,329710.63,536113.16,1.16
2016-12-06,8.11,8.26,8.23,8.1,226382.19,0.15,1.86,8.192,8.269,8.38,259660.34,301755.65,612576.51,0.42
2016-12-05,8.05,8.28,8.09,7.95,274389.16,0.02,0.25,8.206,8.28,8.378,278353.47,312178.13,660373.46,0.5
2016-12-02,8.24,8.3,8.07,8.03,302213.28,-0.17,-2.06,8.258,8.309,8.355,282930.3,332779.01,653413.22,0.56
2016-12-01,8.3,8.33,8.25,8.23,146114.44,-0.07,-0.84,8.332,8.35,8.335,284444.05,342692.08,651760.27,0.27
2016-11-30,8.3,8.38,8.32,8.13,349202.62,0.01,0.12,8.352,8.373,8.312,343728.5,387322.06,659190.55,0.64
2016-11-29,8.43,8.43,8.3,8.24,319847.84,-0.04,-0.48,8.346,8.386,8.279,343850.96,407043.74,649127.69,0.59
2016-11-28,8.43,8.48,8.35,8.31,297273.31,-0.07,-0.83,8.354,8.397,8.251,346002.8,467961.22,642285.78,0.55
2016-11-25,8.36,8.45,8.44,8.26,309782.03,0.08,0.96,8.36,8.434,8.214,382627.71,602317.54,636701.19,0.57
2016-11-24,8.22,8.48,8.35,8.21,442536.69,0.06,0.72,8.368,8.441,8.178,400940.11,671135.51,637241.86,0.81
2016-11-23,8.38,8.39,8.29,8.22,349814.94,-0.05,-0.6,8.394,8.461,8.154,430915.61,742515.69,632641.12,0.64
2016-11-22,8.42,8.42,8.34,8.31,330607.03,-0.04,-0.48,8.426,8.491,8.138,470236.53,923397.37,633209.08,0.61
2016-11-21,8.36,8.51,8.38,8.28,480397.88,-0.1,-1.18,8.44,8.475,8.119,589919.64,1008568.79,637705.77,0.88
2016-11-18,8.45,8.54,8.48,8.31,401344.03,0.01,0.12,8.508,8.401,8.091,822007.37,974047.44,634826.97,0.74
2016-11-17,8.45,8.58,8.48,8.3,592414.19,0.03,0.35,8.514,8.319,8.058,941330.9,960828.45,637070.85,1.09
2016-11-16,8.42,8.48,8.45,8.26,546419.5,0.03,0.36,8.528,8.25,8.031,1054115.76,931059.05,621887.3,1.0
2016-11-15,8.75,8.75,8.41,8.4,929022.62,-0.31,-3.56,8.556,8.172,8.004,1376558.21,891211.63,610539.37,1.71
2016-11-14,8.57,8.86,8.72,8.5,1640836.5,0.21,2.47,8.51,8.105,7.984,1427217.94,816610.33,585048.19,3.01
2016-11-11,8.52,8.77,8.51,8.42,997961.69,-0.05,-0.58,8.294,7.994,7.945,1126087.51,671084.83,528789.31,1.83
2016-11-10,8.48,8.68,8.55,8.39,1156338.5,-0.03,-0.35,8.124,7.914,7.93,980326.0,603348.21,494742.36,2.12
2016-11-09,8.21,8.7,8.59,8.1,2158631.75,0.42,5.14,7.972,7.846,7.915,808002.33,522766.55,455500.11,3.97
2016-11-08,7.68,8.27,8.18,7.64,1182321.25,0.55,7.21,7.788,7.785,7.902,405865.05,343020.79,382385.8,2.17
2016-11-07,7.67,7.69,7.64,7.59,135184.34,-0.01,-0.13,7.7,7.763,7.895,206002.72,266842.74,341769.97,0.25
2016-11-04,7.74,7.78,7.66,7.6,269154.16,-0.13,-1.67,7.694,7.781,7.92,216082.16,295606.51,365036.01,0.49
2016-11-03,7.69,7.82,7.79,7.61,294720.16,0.12,1.56,7.704,7.797,7.943,226370.42,313313.26,365379.54,0.54
2016-11-02,7.77,7.77,7.67,7.65,147945.34,-0.07,-0.9,7.72,7.811,7.959,237530.77,312715.55,377468.34,0.27
2016-11-01,7.61,7.77,7.74,7.61,183009.59,0.14,1.84,7.782,7.835,7.985,280176.53,329867.1,421377.26,0.34
2016-10-31,7.71,7.71,7.61,7.59,185581.56,-0.12,-1.55,7.826,7.862,7.989,327682.77,353486.06,433224.9,0.34
2016-10-28,7.85,7.87,7.71,7.68,320595.47,-0.15,-1.91,7.868,7.896,7.986,375130.86,386493.8,446466.91,0.59
2016-10-27,7.99,8.02,7.87,7.77,350521.91,-0.11,-1.38,7.89,7.945,7.992,400256.09,386136.52,451017.45,0.64
2016-10-26,7.97,8.03,7.98,7.92,361174.12,0.01,0.12,7.902,7.983,7.99,387900.32,388233.68,471824.22,0.66
2016-10-25,7.83,8.02,7.96,7.83,420540.78,0.14,1.79,7.888,8.019,7.968,379557.67,421750.82,469092.56,0.77
2016-10-24,7.83,7.89,7.82,7.78,422822.0,0.0,0.0,7.898,8.027,7.947,379289.34,416697.21,469013.99,0.78
2016-10-21,7.91,7.91,7.82,7.71,446221.62,-0.1,-1.26,7.924,8.058,7.937,397856.74,434465.51,479623.39,0.82
2016-10-20,7.93,8.02,7.93,7.9,288743.06,0.02,0.25,8.0,8.088,7.909,372016.95,417445.83,475221.63,0.53
2016-10-19,8.01,8.06,7.91,7.88,319460.91,-0.09,-1.12,8.064,8.107,7.883,388567.04,442221.13,496295.71,0.59
2016-10-18,7.96,8.02,8.01,7.86,419199.12,0.05,0.63,8.15,8.134,7.856,463943.96,512887.41,505011.63,0.77
2016-10-17,8.2,8.27,7.95,7.9,515658.97,-0.25,-3.05,8.156,8.116,7.811,454105.07,512963.75,495607.32,0.95
2016-10-14,8.2,8.35,8.2,8.14,317022.69,-0.04,-0.48,8.192,8.076,7.773,471074.29,506440.02,483746.85,0.58
2016-10-13,8.28,8.33,8.25,8.18,371493.5,-0.09,-1.08,8.176,8.039,7.727,462874.71,515898.38,485457.03,0.68
2016-10-12,8.0,8.35,8.34,7.93,696345.5,0.3,3.73,8.15,7.997,7.678,495875.21,555414.76,483041.24,1.28
2016-10-11,8.09,8.16,8.04,7.97,370004.69,-0.1,-1.23,8.118,7.917,7.623,561830.86,516434.3,465591.45,0.68
2016-10-10,8.14,8.19,8.13,7.83,600505.06,0.01,0.12,8.076,7.867,7.586,571822.42,521330.78,466852.55,1.1
2016-09-30,8.08,8.18,8.12,8.03,276024.81,0.0,0.0,7.96,7.815,7.535,541805.74,524781.28,451611.04,0.51
2016-09-29,8.18,8.25,8.12,7.96,536496.0,-0.04,-0.49,7.902,7.73,7.49,568922.04,532997.44,455352.26,0.99
2016-09-28,7.88,8.25,8.18,7.85,1026123.75,0.36,4.6,7.844,7.659,7.445,614954.31,550370.29,461552.21,1.89
2016-09-27,7.5,7.83,7.83,7.46,419962.5,0.28,3.71,7.716,7.578,7.394,471037.74,497135.86,450961.81,0.77
2016-09-26,7.83,7.85,7.55,7.52,450421.66,-0.28,-3.58,7.658,7.505,7.35,470839.14,478250.89,456679.96,0.83
2016-09-23,7.8,7.85,7.83,7.73,411606.31,0.0,0.0,7.67,7.469,7.311,507756.81,461053.68,446174.67,0.76
2016-09-22,7.62,7.85,7.83,7.62,766657.31,0.28,3.71,7.558,7.414,7.257,497072.83,455015.68,434010.44,1.41
2016-09-21,7.56,7.64,7.54,7.46,306540.91,-0.03,-0.4,7.474,7.358,7.204,485786.28,410667.72,403956.72,0.56
2016-09-20,7.58,7.67,7.54,7.45,418969.53,-0.07,-0.92,7.44,7.329,7.164,523233.98,414748.59,396866.97,0.77
2016-09-19,7.32,7.62,7.61,7.28,635010.0,0.33,4.53,7.352,7.305,7.126,485662.64,412374.31,386092.73,1.17
2016-09-14,7.33,7.53,7.27,7.2,358186.38,-0.13,-1.76,7.268,7.254,7.088,414350.55,378440.81,368831.16,0.66
2016-09-13,7.33,7.55,7.41,7.22,710224.56,0.04,0.54,7.27,7.249,7.065,412958.54,377707.08,363881.67,1.3
2016-09-12,7.01,7.39,7.37,6.92,493779.44,0.27,3.8,7.242,7.23,7.038,335549.17,372734.12,345659.81,0.91
